Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_053451.1	26529933	26547374	2	minus	leucine rich repeat containing 58	LRRC58	120748053	protein-coding	XM_040054132.1	XP_039910066.1	377	
NC_053451.1	26550004	26601998	2	minus	follistatin like 1	FSTL1	120748772	protein-coding	XM_040055556.1	XP_039911490.1	315	
NC_053451.1	26646926	26649254	2	plus	NADH:ubiquinone oxidoreductase subunit B4	NDUFB4	120748805	protein-coding	XM_040055640.2	XP_039911574.1	137	
NC_053451.1	26652532	26676741	2	minus	homogentisate 1,2-dioxygenase	HGD	120748804	protein-coding	XM_040055639.1	XP_039911573.1	439	
NC_053451.1	26680118	26695316	2	minus	RAB, member of RAS oncogene family like 3	RABL3	120749412	protein-coding	XM_040056788.1	XP_039912722.1	236	
NC_053451.1	26695455	26744146	2	plus	general transcription factor IIE subunit 1	GTF2E1	120749403	protein-coding	XM_040056770.2	XP_039912704.1	442	
NC_053451.1	26789382	26968476	2	plus	syntaxin binding protein 5L	STXBP5L	120748421	protein-coding	XM_040054644.2	XP_039910578.1	1204	
NC_053451.1	26971453	26973676	2	minus	uncharacterized LOC131378483	LOC131378483	131378483	lncRNA	XR_009207530.1			
NC_053451.1	26975466	27029161	2	minus	DNA polymerase theta	POLQ	120748595	protein-coding	XM_040055177.2	XP_039911111.1	2548	
NC_053451.1	27029065	27038536	2	minus	methyltransferase 16, RNA N6-adenosine	METTL16	120748596	protein-coding	XM_040055182.2	XP_039911116.1	558	
NC_053451.1	27040371	27057417	2	minus	tumor necrosis factor receptor superfamily member 1A	LOC120749593	120749593	protein-coding	XM_040057149.1	XP_039913083.1	428	
NC_053451.1	27060013	27075556	2	plus	CST telomere replication complex component 1	CTC1	120748130	protein-coding	XM_040054204.2	XP_039910138.1	1275	
NC_053451.1	27075704	27084854	2	minus	V-set domain containing T cell activation inhibitor 1	VTCN1	120748809	protein-coding	XM_040055646.2	XP_039911580.1	315	
NC_053451.1	27091237	27099856	2	minus	tripartite motif containing 45	TRIM45	120749565	protein-coding	XM_040057083.2	XP_039913017.1	527	
NC_053451.1	27105520	27128203	2	minus	spindle and centriole associated protein 1	SPICE1	120749162	protein-coding	XM_040056335.2	XP_039912269.1	798	
NC_053451.1	27133011	27175577	2	plus	SID1 transmembrane family member 1	SIDT1	120748556	protein-coding	XM_040055028.2	XP_039910962.1	824	
NC_053451.1	27175540	27209379	2	minus	upstream transcription factor family member 3	USF3	120749253	protein-coding	XM_040056485.2	XP_039912419.1	2261	
NC_053451.1	27213033	27233671	2	minus	N-alpha-acetyltransferase 50, NatE catalytic subunit	NAA50	120749012	protein-coding	XM_040056069.2	XP_039912003.1	179	
NC_053451.1	27233964	27264418	2	plus	ATPase H+ transporting V1 subunit A	ATP6V1A	120764741	protein-coding	XM_040088777.2	XP_039944711.1	617	
NC_053451.1	27264540	27268005	2	minus	dual specificity phosphatase 12	DUSP12	120764753	protein-coding	XM_040088797.2	XP_039944731.1	309	
NC_053451.1	27275443	27284074	2	plus	terminal nucleotidyltransferase 5C	TENT5C	120749181	protein-coding	XM_040056367.2	XP_039912301.1	391	
NC_053451.1	27306257	27329642	2	minus	ganglioside induced differentiation associated protein 2	GDAP2	120749126	protein-coding	XM_040056277.2	XP_039912211.1	495	
NC_053451.1	27329749	27348388	2	plus	WD repeat domain 3	WDR3	120749208	protein-coding	XM_040056410.2	XP_039912344.1	939	
NC_053451.1	27350899	27441945	2	minus	sperm associated antigen 17	SPAG17	120749486	protein-coding	XM_058419492.1	XP_058275475.1	2111	
NC_053451.1	27666101	27723652	2	minus	T-box transcription factor 15	TBX15	120748256	protein-coding	XM_040054374.2	XP_039910308.2	160	
NC_053451.1	27749695	27788897	2	minus	tryptophanyl tRNA synthetase 2, mitochondrial	WARS2	120749667	protein-coding	XM_040057329.1	XP_039913263.1	431	
NC_053451.1	27869869	27880118	2	plus	hydroxyacid oxidase 2	HAO2	120749080	protein-coding	XM_040056202.2	XP_039912136.1	355	
NC_053451.1	27885014	27895303	2	plus	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase-like	LOC120749079	120749079	protein-coding	XM_040056199.2	XP_039912133.1	377	
NC_053451.1	27906415	28040808	2	minus	mannosidase alpha class 1A member 2	MAN1A2	120748749	protein-coding	XM_040055492.2	XP_039911426.1	643	
NC_053451.1	28061289	28080351	2	plus	CD86 molecule	CD86	120749017	protein-coding	XM_040056082.2	XP_039912016.1	287	
NC_053451.1	28106974	28182338	2	plus	calcium sensing receptor	CASR	120749573	protein-coding	XM_040057102.2	XP_039913036.1	1059	
NC_053451.1	28183861	28189018	2	plus	cystatin-B-like	LOC120765114	120765114	protein-coding	XM_040089458.1	XP_039945392.1	98	
NC_053451.1	28189054	28199925	2	minus	cystatin-A-like	LOC120765120	120765120	protein-coding	XM_058424190.1	XP_058280173.1	114	
NC_053451.1	28195645	28209518	2	minus	mitochondrial matrix import factor 23	MIX23	120765109	protein-coding	XM_040089435.2	XP_039945369.1	144	
NC_053451.1	28209414	28217740	2	plus	family with sequence similarity 162 member A	FAM162A	120765101	protein-coding	XM_040089412.2	XP_039945346.1	147	
NC_053451.1	28222508	28272415	2	minus	karyopherin subunit alpha 1	KPNA1	120765097	protein-coding	XM_040089398.2	XP_039945332.1	538	
NC_053451.1	28276113	28288843	2	plus	F-box protein 40	FBXO40	120749184	protein-coding	XM_040056369.2	XP_039912303.1	705	
NC_053451.1	28307019	28316089	2	plus	sodium channel epithelial 1 subunit alpha	SCNN1A	120748503	protein-coding	XM_040054897.2	XP_039910831.1	636	
NC_053451.1	28320059	28327033	2	minus	vesicle associated membrane protein 1	VAMP1	120748504	protein-coding	XM_040054898.2	XP_039910832.1	129	
NC_053451.1	28327166	28327959	2	minus	mitochondrial ribosomal protein L51	MRPL51	120748505	protein-coding	XM_040054899.2	XP_039910833.1	154	
NC_053451.1	28328155	28352737	2	plus	non-SMC condensin I complex subunit D2	NCAPD2	120749259	protein-coding	XM_040056499.2	XP_039912433.1	1394	
NC_053451.1	28328665	28328987	2	plus	small nucleolar RNA U85	LOC120749722	120749722	snoRNA	XR_005699772.1			
NC_053451.1	28354634	28359687	2	plus	C-type natriuretic peptide 1-like	LOC120748936	120748936	protein-coding	XM_040055928.2	XP_039911862.1	123	
NC_053451.1	28362055	28365862	2	plus	glyceraldehyde-3-phosphate dehydrogenase	GAPDH	120748507	protein-coding	XM_040054905.2	XP_039910839.1	333	
NC_053451.1	28378022	28388239	2	minus	intermediate filament family orphan 1	IFFO1	120748538	protein-coding	XM_040054997.1	XP_039910931.1	538	
NC_053451.1	28394884	28400882	2	minus	NOP2 nucleolar protein	NOP2	120749564	protein-coding	XM_040057082.2	XP_039913016.1	692	
NC_053451.1	28401399	28421808	2	minus	chromodomain helicase DNA binding protein 4	CHD4	120748411	protein-coding	XM_040054597.2	XP_039910531.1	1946	
NC_053451.1	28404873	28405011	2	minus	small Cajal body-specific RNA 11	LOC120749718	120749718	ncRNA	XR_005699768.1			
NC_053451.1	28438843	28441481	2	minus	kelch-like protein 10	LOC120749114	120749114	protein-coding	XM_040056262.1	XP_039912196.1	518	
NC_053451.1	28447275	28459519	2	minus	lysophosphatidic acid receptor 5	LPAR5	120748865	protein-coding	XM_040055749.2	XP_039911683.1	379	
NC_053451.1	28461678	28463454	2	plus	protein Wnt-4a-like	LOC120748263	120748263	protein-coding	XM_040054384.1	XP_039910318.1	223	
NC_053451.1	28465058	28475353	2	minus	acrosin binding protein	ACRBP	120748272	protein-coding	XM_040054395.2	XP_039910329.2	408	
NC_053451.1	28484029	28498261	2	minus	inhibitor of growth family member 4	ING4	120748815	protein-coding	XM_040055654.2	XP_039911588.1	275	
NC_053451.1	28505779	28528340	2	minus	zinc finger protein 384	ZNF384	120765988	protein-coding	XM_040091314.1	XP_039947248.1	534	
NC_053451.1	28546927	28559750	2	minus	PILR alpha associated neural protein	PIANP	120749641	protein-coding	XM_040057239.2	XP_039913173.1	316	
NC_053451.1	28567594	28570935	2	plus	COP9 signalosome subunit 7A	COPS7A	120749309	protein-coding	XM_040056595.2	XP_039912529.1	275	
NC_053451.1	28580625	28590146	2	minus	myeloid leukemia factor 2	MLF2	120749000	protein-coding	XM_040056038.2	XP_039911972.1	243	
NC_053451.1	28594403	28598273	2	plus	parathymosin	PTMS	120749602	protein-coding	XM_040057165.2	XP_039913099.1	105	
NC_053451.1	28599751	28619054	2	plus	lymphocyte activating 3	LAG3	120748868	protein-coding	XM_040055757.2	XP_039911691.1	511	
NC_053451.1	28628488	28640318	2	plus	CD4 molecule	CD4	120748906	protein-coding	XM_040055859.1	XP_039911793.1	487	
NC_053451.1	28648968	28654324	2	plus	G protein-coupled receptor 162	GPR162	120748509	protein-coding	XM_040054908.2	XP_039910842.1	569	
NC_053451.1	28655351	28666672	2	plus	prolyl 3-hydroxylase 3	P3H3	120748508	protein-coding	XM_040054906.2	XP_039910840.1	710	
NC_053451.1	28666328	28677780	2	plus	G protein subunit beta 3	GNB3	120748510	protein-coding	XM_040054909.2	XP_039910843.1	340	
NC_053451.1	28679137	28681513	2	minus	cell division cycle associated 3	CDCA3	120748511	protein-coding	XM_040054911.1	XP_039910845.1	234	
NC_053451.1	28681878	28696577	2	plus	ubiquitin specific peptidase 5	USP5	120748793	protein-coding	XM_040055603.1	XP_039911537.1	855	
NC_053451.1	28696688	28699441	2	plus	triosephosphate isomerase 1	TPI1	120749357	protein-coding	XM_040056699.2	XP_039912633.1	248	
NC_053451.1	28702444	28708334	2	plus	leucine rich repeat containing 23	LRRC23	120748931	protein-coding	XM_040055918.2	XP_039911852.1	326	
NC_053451.1	28708508	28718092	2	plus	enolase 2	ENO2	120749273	protein-coding	XM_040056519.1	XP_039912453.1	434	
NC_053451.1	28724178	28749001	2	plus	atrophin 1	ATN1	120749107	protein-coding	XM_040056249.2	XP_039912183.1	1228	
NC_053451.1	28749385	28749444	2	plus	U7 small nuclear RNA	LOC120749723	120749723	snRNA	XR_005699773.1			
NC_053451.1	28749482	28750298	2	plus	chromosome 2 C12orf57 homolog	C2H12orf57	120748840	protein-coding	XM_040055704.1	XP_039911638.1	127	
NC_053451.1	28750292	28764985	2	plus	protein tyrosine phosphatase non-receptor type 6	PTPN6	120748839	protein-coding	XM_040055700.2	XP_039911634.1	742	
NC_053451.1	28771179	28775283	2	minus	prohibitin 2	PHB2	120749261	protein-coding	XM_058419183.1	XP_058275166.1	281	
NC_053451.1	28775525	28779602	2	plus	EMG1 N1-specific pseudouridine methyltransferase	EMG1	120748716	protein-coding	XM_040055410.2	XP_039911344.1	237	
NC_053451.1	28779821	28793714	2	minus	lysophosphatidylcholine acyltransferase 3	LPCAT3	120748715	protein-coding	XM_040055408.1	XP_039911342.1	502	
NC_053451.1	28798060	28809403	2	plus	complement C1s	C1S	120748561	protein-coding	XM_040055061.2	XP_039910995.1	689	
NC_053451.1	28810736	28818164	2	minus	complement C1r	C1R	120748560	protein-coding	XM_040055060.2	XP_039910994.1	712	
NC_053451.1	28823071	28825384	2	minus	retinol binding protein 5	RBP5	120748957	protein-coding	XM_040055963.2	XP_039911897.1	149	
NC_053451.1	28825548	28840875	2	plus	calsyntenin 3	CLSTN3	120748141	protein-coding	XM_040054212.1	XP_039910146.1	976	
NC_053451.1	28840842	28849075	2	minus	solute carrier family 25 member 33-like	LOC120748152	120748152	protein-coding	XM_040054223.1	XP_039910157.1	313	
NC_053451.1	28853044	28864158	2	plus	peroxisomal biogenesis factor 5	PEX5	120748826	protein-coding	XM_040055676.2	XP_039911610.1	645	
NC_053451.1	28871506	28872064	2	plus	epidermal differentiation-specific protein-like	LOC120749585	120749585	protein-coding	XM_040057130.1	XP_039913064.1	176	
NC_053451.1	28879151	28879681	2	plus	epidermal differentiation-specific protein-like	LOC120748278	120748278	protein-coding	XM_040054407.2	XP_039910341.1	176	
NC_053451.1	28909658	28910188	2	plus	epidermal differentiation-specific protein-like	LOC120748288	120748288	protein-coding	XM_040054418.1	XP_039910352.1	176	
NC_053451.1	28927899	28928909	2	plus	olfactory receptor 10AC1-like	LOC120748336	120748336	protein-coding	XM_040054469.1	XP_039910403.1	336	
NC_053451.1	28939432	28973253	2	plus	EPH receptor A1	EPHA1	120748790	protein-coding	XM_040055596.2	XP_039911530.1	962	
NC_053451.1	28976585	29004368	2	minus	zyxin	ZYX	120747737	protein-coding	XM_040053777.1	XP_039909711.1	587	
NC_053451.1	29005562	29037996	2	plus	family with sequence similarity 131 member B	FAM131B	120747783	protein-coding	XM_040053827.1	XP_039909761.1	385	
NC_053451.1	29043259	29100469	2	minus	chloride voltage-gated channel 1	CLCN1	120749481	protein-coding	XM_040056919.2	XP_039912853.1	998	
NC_053451.1	29104901	29123039	2	minus	caspase 2	CASP2	120749592	protein-coding	XM_040057147.2	XP_039913081.1	426	
NC_053451.1	29124846	29128964	2	minus	transmembrane protein 139	TMEM139	120749157	protein-coding	XM_040056327.2	XP_039912261.1	238	
NC_053451.1	29145550	29189120	2	plus	rap1 GTPase-activating protein 1-like	LOC120749645	120749645	protein-coding	XM_040057247.1	XP_039913181.1	719	
NC_053451.1	29188322	29196041	2	minus	glutathione S-transferase kappa 1	GSTK1	120749646	protein-coding	XM_040057265.2	XP_039913199.1	221	
NC_053451.1	29198353	29215304	2	minus	antigen WC1.1-like	LOC120748344	120748344	protein-coding	XM_040054483.1	XP_039910417.1	1090	
NC_053451.1	29222941	29223876	2	minus	taste receptor type 2 member 40-like	LOC120748355	120748355	protein-coding	XM_040054494.1	XP_039910428.1	311	
NC_053451.1	29229765	29230700	2	minus	taste receptor type 2 member 40-like	LOC120749213	120749213	protein-coding	XM_040056416.1	XP_039912350.1	311	
NC_053451.1	29232796	29233731	2	minus	taste receptor type 2 member 40-like	LOC120749343	120749343	protein-coding	XM_040056658.1	XP_039912592.1	311	
NC_053451.1	29244987	29267063	2	plus	Kell metallo-endopeptidase (Kell blood group)	KEL	120749522	protein-coding	XM_040057011.2	XP_039912945.1	719	
NC_053451.1	29289851	29313446	2	plus	transient receptor potential cation channel subfamily V member 5-like	LOC120748784	120748784	protein-coding	XM_040055585.1	XP_039911519.1	722	
NC_053451.1	29360157	29426781	2	minus	EPH receptor B6	EPHB6	120748986	protein-coding	XM_040056013.1	XP_039911947.1	1000	
NC_053451.1	29455289	29463201	2	minus	T cell receptor beta chain MC.7.G5-like	LOC120748875	120748875	C_region				
NC_053451.1	29455289	29463201	2	minus	uncharacterized gene	LOC120748875	120748875	other				
NC_053451.1	29467848	29509452	2	minus	T cell receptor beta constant 2-like	LOC120749495	120749495	C_region				
NC_053451.1	29467848	29509452	2	minus	uncharacterized gene	LOC120749495	120749495	other				
NC_053451.1	29494470	29497567	2	plus	trypsin I-P1-like	LOC120749072	120749072	protein-coding	XM_040056192.2	XP_039912126.2	249	
NC_053451.1	29513986	29516174	2	minus	T cell receptor beta variable 20-1-like	LOC120749496	120749496	V_segment				
NC_053451.1	29513986	29516174	2	minus	uncharacterized gene	LOC120749496	120749496	other				
NC_053451.1	29518177	29522750	2	minus	immunoglobulin superfamily member 3-like	LOC120748380	120748380	protein-coding	XM_040054528.2	XP_039910462.1	214	
NC_053451.1	29524749	29529040	2	minus	immunoglobulin superfamily member 3-like	LOC120748381	120748381	protein-coding	XM_040054529.1	XP_039910463.1	214	
NC_053451.1	29530720	29535132	2	minus	uncharacterized LOC120748382	LOC120748382	120748382	protein-coding	XM_040054530.1	XP_039910464.1	207	
NC_053451.1	29537132	29541310	2	minus	immunoglobulin superfamily member 3-like	LOC120748383	120748383	protein-coding	XM_040054532.2	XP_039910466.1	214	
NC_053451.1	29545065	29547373	2	minus	T cell receptor beta variable 7-2-like	LOC120748385	120748385	V_segment				
NC_053451.1	29545065	29547373	2	minus	uncharacterized gene	LOC120748385	120748385	other				
NC_053451.1	29549333	29550432	2	minus	immunoglobulin superfamily member 3-like	LOC120748386	120748386	protein-coding	XM_040054533.2	XP_039910467.1	138	
NC_053451.1	29552079	29563490	2	minus	trypsin-like	LOC120748387	120748387	protein-coding	XM_040054534.2	XP_039910468.2	271	
NC_053451.1	29615489	29672817	2	plus	protein arginine methyltransferase 8	PRMT8	120748713	protein-coding	XM_040055405.1	XP_039911339.1	394	
NC_053451.1	29686206	29739272	2	minus	calcium release activated channel regulator 2A	CRACR2A	120748752	protein-coding	XM_040055498.1	XP_039911432.1	701	
NC_053451.1	29750591	29763383	2	minus	poly(ADP-ribose) polymerase family member 11	PARP11	120749283	protein-coding	XM_040056538.2	XP_039912472.1	354	
NC_053451.1	29772919	29952016	2	minus	tetraspanin 9	TSPAN9	120748775	protein-coding	XM_040055566.2	XP_039911500.1	340	
NC_053451.1	29957434	30008089	2	minus	TEA domain transcription factor 4	TEAD4	120749220	protein-coding	XM_040056425.2	XP_039912359.1	360	
NC_053451.1	30012056	30030883	2	minus	TUB like protein 3	TULP3	120749512	protein-coding	XM_040056982.2	XP_039912916.1	444	
NC_053451.1	30194983	30202509	2	minus	C-type lectin domain family 4 member E-like	LOC120749599	120749599	protein-coding	XM_040057155.1	XP_039913089.1	217	
NC_053451.1	30203505	30215019	2	minus	C-type lectin domain family 4 member E-like	LOC120749598	120749598	protein-coding	XM_058419369.1	XP_058275352.1	232	
NC_053451.1	30222654	30229417	2	minus	NECAP endocytosis associated 1	NECAP1	120749270	protein-coding	XM_040056515.2	XP_039912449.1	274	
NC_053451.1	30232136	30238105	2	plus	complement C3a receptor 1	C3AR1	120749014	protein-coding	XM_040056073.1	XP_039912007.1	372	
NC_053451.1	30239127	30270289	2	minus	forkhead box J2	FOXJ2	120748600	protein-coding	XM_040055192.2	XP_039911126.1	542	
NC_053451.1	30300126	30310986	2	plus	solute carrier family 2, facilitated glucose transporter member 3	LOC120748745	120748745	protein-coding	XM_040055475.2	XP_039911409.1	488	
NC_053451.1	30330332	30337523	2	plus	homeobox protein NANOG-like	LOC120749015	120749015	protein-coding	XM_040056076.2	XP_039912010.1	302	
NC_053451.1	30341442	30345588	2	minus	homeobox protein NANOG-like	LOC120749025	120749025	protein-coding	XM_040056092.1	XP_039912026.1	327	
NC_053451.1	30370788	30390859	2	plus	DNA dC->dU-editing enzyme APOBEC-3F-like	LOC120748602	120748602	protein-coding	XM_058419189.1	XP_058275172.1	427	
NC_053451.1	30396775	30398225	2	minus	activation induced cytidine deaminase	AICDA	120748603	protein-coding	XM_040055214.2	XP_039911148.1	201	
NC_053451.1	30408755	30423030	2	minus	microfibril associated protein 5	MFAP5	120749527	protein-coding	XM_040057022.2	XP_039912956.1	162	
NC_053451.1	30435812	30487241	2	plus	ribosomal modification protein rimK like family member B	RIMKLB	120748584	protein-coding	XM_040055133.2	XP_039911067.1	386	
NC_053451.1	30499621	30529392	2	plus	alpha-2-macroglobulin-like protein 1	LOC120748604	120748604	protein-coding	XM_040055215.1	XP_039911149.1	1469	
NC_053451.1	30532802	30555039	2	plus	alpha-2-macroglobulin-like protein 1	LOC120748625	120748625	protein-coding	XM_040055238.2	XP_039911172.1	1437	
NC_053451.1	30555250	30579149	2	minus	alpha-2-macroglobulin-like protein 1	LOC120748624	120748624	protein-coding	XM_040055236.2	XP_039911170.1	1465	
NC_053451.1	30580789	30608411	2	plus	alpha-2-macroglobulin-like protein 1	LOC120748628	120748628	protein-coding	XM_040055242.2	XP_039911176.1	1449	
NC_053451.1	30614819	30632758	2	plus	polyhomeotic homolog 1	PHC1	120748630	protein-coding	XM_040055246.2	XP_039911180.1	1010	
